"accession","analysis_status","analysis_summary.0.key","analysis_summary.0.value","analysis_summary.1.key","analysis_summary.1.value","analysis_summary.2.key","analysis_summary.2.value","analysis_summary.3.key","analysis_summary.3.value","analysis_summary.4.key","analysis_summary.4.value","analysis_summary.5.key","analysis_summary.5.value","analysis_summary.6.key","analysis_summary.6.value","analysis_summary.7.key","analysis_summary.7.value","analysis_summary.8.key","analysis_summary.8.value","analysis_summary.9.key","analysis_summary.9.value","assembly","complete_time","downloads","experiment_type","instrument_model","instrument_platform","is_private","last_update","mgx_accession","pipeline_version","run","sample","study","url"
"MGYA00216654","completed","Submitted nucleotide sequences","1266579","Nucleotide sequences after format-specific filtering","1264402","Nucleotide sequences after length filtering","1163363","Nucleotide sequences after undetermined bases filtering","1163332","Reads with predicted CDS","1109205","Reads with predicted RNA","5759","Reads with InterProScan match","485814","Predicted CDS","1122360","Predicted CDS with InterProScan match","486468","Total InterProScan matches","794996","","2018-10-08T00:00:00","","metagenomic","Illumina HiSeq 3000","ILLUMINA",False,"2024-01-29T15:29:19.757516","","4.1","https://www.ebi.ac.uk/metagenomics/api/v1/runs/ERR1713368?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/samples/ERS1426815?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001312?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/analyses/MGYA00216654?format=csv"
"MGYA00216655","completed","Submitted nucleotide sequences","13181580","Nucleotide sequences after format-specific filtering","13163856","Nucleotide sequences after length filtering","11621958","Nucleotide sequences after undetermined bases filtering","11621824","Reads with predicted CDS","11106694","Reads with predicted RNA","53623","Reads with InterProScan match","4473955","Predicted CDS","11148209","Predicted CDS with InterProScan match","4475942","Total InterProScan matches","7070267","","2018-10-08T00:00:00","","metagenomic","Illumina HiSeq 3000","ILLUMINA",False,"2024-01-29T15:29:19.757516","","4.1","https://www.ebi.ac.uk/metagenomics/api/v1/runs/ERR1726015?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/samples/ERS1426846?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001312?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/analyses/MGYA00216655?format=csv"
"MGYA00216656","completed","Submitted nucleotide sequences","37492396","Nucleotide sequences after format-specific filtering","37442076","Nucleotide sequences after length filtering","34948224","Nucleotide sequences after undetermined bases filtering","34944205","Reads with predicted CDS","33480383","Reads with predicted RNA","140619","Reads with InterProScan match","14732861","Predicted CDS","33992073","Predicted CDS with InterProScan match","14758007","Total InterProScan matches","24422664","","2018-10-08T00:00:00","","metagenomic","Illumina HiSeq 3000","ILLUMINA",False,"2024-01-29T15:29:19.757516","","4.1","https://www.ebi.ac.uk/metagenomics/api/v1/runs/ERR1713410?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/samples/ERS1426857?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001312?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/analyses/MGYA00216656?format=csv"
"MGYA00216657","completed","Submitted nucleotide sequences","26722042","Nucleotide sequences after format-specific filtering","26675982","Nucleotide sequences after length filtering","24625696","Nucleotide sequences after undetermined bases filtering","24623320","Reads with predicted CDS","23520896","Reads with predicted RNA","113361","Reads with InterProScan match","10799282","Predicted CDS","23766298","Predicted CDS with InterProScan match","10812824","Total InterProScan matches","17618322","","2018-10-08T00:00:00","","metagenomic","Illumina HiSeq 3000","ILLUMINA",False,"2024-01-29T15:29:19.757516","","4.1","https://www.ebi.ac.uk/metagenomics/api/v1/runs/ERR1713354?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/samples/ERS1426801?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001312?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/analyses/MGYA00216657?format=csv"
"MGYA00216658","completed","Submitted nucleotide sequences","31050350","Nucleotide sequences after format-specific filtering","31003684","Nucleotide sequences after length filtering","26539684","Nucleotide sequences after undetermined bases filtering","26539426","Reads with predicted CDS","25425175","Reads with predicted RNA","99770","Reads with InterProScan match","9850381","Predicted CDS","25471931","Predicted CDS with InterProScan match","9851806","Total InterProScan matches","15331760","","2018-10-08T00:00:00","","metagenomic","Illumina HiSeq 3000","ILLUMINA",False,"2024-01-29T15:29:19.757516","","4.1","https://www.ebi.ac.uk/metagenomics/api/v1/runs/ERR1726035?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/samples/ERS1426858?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001312?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/analyses/MGYA00216658?format=csv"
"MGYA00216659","completed","Submitted nucleotide sequences","14089728","Nucleotide sequences after format-specific filtering","14069996","Nucleotide sequences after length filtering","12990017","Nucleotide sequences after undetermined bases filtering","12989211","Reads with predicted CDS","12365917","Reads with predicted RNA","39268","Reads with InterProScan match","1173064","Predicted CDS","12568521","Predicted CDS with InterProScan match","1175206","Total InterProScan matches","1958594","","2018-10-08T00:00:00","","metagenomic","Illumina HiSeq 3000","ILLUMINA",False,"2024-01-29T15:29:19.757516","","4.1","https://www.ebi.ac.uk/metagenomics/api/v1/runs/ERR2592333?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/samples/ERS1426800?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001312?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/analyses/MGYA00216659?format=csv"
"MGYA00216660","completed","Submitted nucleotide sequences","30321132","Nucleotide sequences after format-specific filtering","30275787","Nucleotide sequences after length filtering","26055254","Nucleotide sequences after undetermined bases filtering","26055005","Reads with predicted CDS","24867397","Reads with predicted RNA","131839","Reads with InterProScan match","10557830","Predicted CDS","24907992","Predicted CDS with InterProScan match","10558976","Total InterProScan matches","16519854","","2018-10-08T00:00:00","","metagenomic","Illumina HiSeq 3000","ILLUMINA",False,"2024-01-29T15:29:19.757516","","4.1","https://www.ebi.ac.uk/metagenomics/api/v1/runs/ERR1725944?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/samples/ERS1426780?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001312?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/analyses/MGYA00216660?format=csv"
"MGYA00216661","completed","Submitted nucleotide sequences","41661952","Nucleotide sequences after format-specific filtering","41581850","Nucleotide sequences after length filtering","29612293","Nucleotide sequences after undetermined bases filtering","29611681","Reads with predicted CDS","28188741","Reads with predicted RNA","191696","Reads with InterProScan match","12299650","Predicted CDS","28385052","Predicted CDS with InterProScan match","12310367","Total InterProScan matches","19450143","","2018-10-08T00:00:00","","metagenomic","Illumina HiSeq 3000","ILLUMINA",False,"2024-01-29T15:29:19.757516","","4.1","https://www.ebi.ac.uk/metagenomics/api/v1/runs/ERR2592260?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/samples/ERS1426812?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001312?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/analyses/MGYA00216661?format=csv"
"MGYA00216662","completed","Submitted nucleotide sequences","61425789","Nucleotide sequences after format-specific filtering","61340172","Nucleotide sequences after length filtering","56778505","Nucleotide sequences after undetermined bases filtering","56772318","Reads with predicted CDS","54163820","Reads with predicted RNA","280156","Reads with InterProScan match","24478136","Predicted CDS","54739078","Predicted CDS with InterProScan match","24509620","Total InterProScan matches","40279842","","2018-10-08T00:00:00","","metagenomic","Illumina HiSeq 3000","ILLUMINA",False,"2024-01-29T15:29:19.757516","","4.1","https://www.ebi.ac.uk/metagenomics/api/v1/runs/ERR1713347?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/samples/ERS1426794?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001312?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/analyses/MGYA00216662?format=csv"
"MGYA00216663","completed","Submitted nucleotide sequences","14989410","Nucleotide sequences after format-specific filtering","14976770","Nucleotide sequences after length filtering","14027908","Nucleotide sequences after undetermined bases filtering","14027302","Reads with predicted CDS","13415609","Reads with predicted RNA","60717","Reads with InterProScan match","5658723","Predicted CDS","13449464","Predicted CDS with InterProScan match","5660193","Total InterProScan matches","8885686","","2018-10-08T00:00:00","","metagenomic","Illumina HiSeq 3000","ILLUMINA",False,"2024-01-29T15:29:19.757516","","4.1","https://www.ebi.ac.uk/metagenomics/api/v1/runs/ERR1725994?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/samples/ERS1426824?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001312?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/analyses/MGYA00216663?format=csv"
"MGYA00216664","completed","Submitted nucleotide sequences","31669658","Nucleotide sequences after format-specific filtering","31643586","Nucleotide sequences after length filtering","29754337","Nucleotide sequences after undetermined bases filtering","29752981","Reads with predicted CDS","28442089","Reads with predicted RNA","135314","Reads with InterProScan match","11652424","Predicted CDS","28560191","Predicted CDS with InterProScan match","11657825","Total InterProScan matches","18485976","","2018-10-08T00:00:00","","metagenomic","Illumina HiSeq 3000","ILLUMINA",False,"2024-01-29T15:29:19.757516","","4.1","https://www.ebi.ac.uk/metagenomics/api/v1/runs/ERR1726013?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/samples/ERS1426846?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001312?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/analyses/MGYA00216664?format=csv"
"MGYA00216665","completed","Submitted nucleotide sequences","63624519","Nucleotide sequences after format-specific filtering","63573815","Nucleotide sequences after length filtering","59665627","Nucleotide sequences after undetermined bases filtering","59662996","Reads with predicted CDS","57349962","Reads with predicted RNA","162239","Reads with InterProScan match","22817281","Predicted CDS","57514069","Predicted CDS with InterProScan match","22823938","Total InterProScan matches","35702168","","2018-10-08T00:00:00","","metagenomic","Illumina HiSeq 3000","ILLUMINA",False,"2024-01-29T15:29:19.757516","","4.1","https://www.ebi.ac.uk/metagenomics/api/v1/runs/ERR1725969?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/samples/ERS1426801?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001312?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/analyses/MGYA00216665?format=csv"
"MGYA00216666","completed","Submitted nucleotide sequences","9428619","Nucleotide sequences after format-specific filtering","9415142","Nucleotide sequences after length filtering","8640679","Nucleotide sequences after undetermined bases filtering","8640573","Reads with predicted CDS","8284573","Reads with predicted RNA","44968","Reads with InterProScan match","3895957","Predicted CDS","8412186","Predicted CDS with InterProScan match","3901756","Total InterProScan matches","6503234","","2018-10-08T00:00:00","","metagenomic","Illumina HiSeq 3000","ILLUMINA",False,"2024-01-29T15:29:19.757516","","4.1","https://www.ebi.ac.uk/metagenomics/api/v1/runs/ERR2592335?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/samples/ERS1426807?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001312?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/analyses/MGYA00216666?format=csv"
"MGYA00216667","completed","Submitted nucleotide sequences","21179975","Nucleotide sequences after format-specific filtering","21147008","Nucleotide sequences after length filtering","18291714","Nucleotide sequences after undetermined bases filtering","18291267","Reads with predicted CDS","17444540","Reads with predicted RNA","105005","Reads with InterProScan match","7493507","Predicted CDS","17487629","Predicted CDS with InterProScan match","7495310","Total InterProScan matches","11721024","","2018-10-08T00:00:00","","metagenomic","Illumina HiSeq 3000","ILLUMINA",False,"2024-01-29T15:29:19.757516","","4.1","https://www.ebi.ac.uk/metagenomics/api/v1/runs/ERR1725999?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/samples/ERS1426827?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001312?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/analyses/MGYA00216667?format=csv"
"MGYA00216668","completed","Submitted nucleotide sequences","19506346","Nucleotide sequences after format-specific filtering","19474012","Nucleotide sequences after length filtering","15152598","Nucleotide sequences after undetermined bases filtering","15152137","Reads with predicted CDS","14499201","Reads with predicted RNA","42444","Reads with InterProScan match","5597904","Predicted CDS","14655773","Predicted CDS with InterProScan match","5604727","Total InterProScan matches","9057808","","2018-10-08T00:00:00","","metagenomic","Illumina HiSeq 3000","ILLUMINA",False,"2024-01-29T15:29:19.757516","","4.1","https://www.ebi.ac.uk/metagenomics/api/v1/runs/ERR2592275?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/samples/ERS1426846?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001312?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/analyses/MGYA00216668?format=csv"
"MGYA00216669","completed","Submitted nucleotide sequences","12208524","Nucleotide sequences after format-specific filtering","12186832","Nucleotide sequences after length filtering","11167010","Nucleotide sequences after undetermined bases filtering","11165855","Reads with predicted CDS","10737366","Reads with predicted RNA","39469","Reads with InterProScan match","4476803","Predicted CDS","10862422","Predicted CDS with InterProScan match","4482311","Total InterProScan matches","7347640","","2018-10-08T00:00:00","","metagenomic","Illumina HiSeq 3000","ILLUMINA",False,"2024-01-29T15:29:19.757516","","4.1","https://www.ebi.ac.uk/metagenomics/api/v1/runs/ERR1713403?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/samples/ERS1426850?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001312?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/analyses/MGYA00216669?format=csv"
"MGYA00216670","completed","Submitted nucleotide sequences","96199407","Nucleotide sequences after format-specific filtering","96081520","Nucleotide sequences after length filtering","89467068","Nucleotide sequences after undetermined bases filtering","89456784","Reads with predicted CDS","85890074","Reads with predicted RNA","162883","Reads with InterProScan match","37695559","Predicted CDS","86835968","Predicted CDS with InterProScan match","37741105","Total InterProScan matches","61382011","","2018-10-08T00:00:00","","metagenomic","Illumina HiSeq 3000","ILLUMINA",False,"2024-01-29T15:29:19.757516","","4.1","https://www.ebi.ac.uk/metagenomics/api/v1/runs/ERR1713367?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/samples/ERS1426814?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001312?format=csv","https://www.ebi.ac.uk/metagenomics/api/v1/analyses/MGYA00216670?format=csv"
